use evern; 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-09', '2017-08-09', 89); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (32.18414, TRUE, TRUE, 'example message', 'image path', 193, 8, 592); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (71.04622, TRUE, TRUE, 'example message', 'image path', 151, 1, 593); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.02196, TRUE, TRUE, 'example message', 'image path', 310, 8, 594); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (7.774483, TRUE, TRUE, 'example message', 'image path', 269, 5, 595); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.8758545, TRUE, TRUE, 'example message', 'image path', 208, 2, 596); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.72254, TRUE, TRUE, 'example message', 'image path', 83, 1, 597); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.49254, TRUE, TRUE, 'example message', 'image path', 376, 1, 598); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.618786, TRUE, TRUE, 'example message', 'image path', 390, 3, 599); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.152805, TRUE, TRUE, 'example message', 'image path', 209, 9, 600); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.243706, TRUE, TRUE, 'example message', 'image path', 1, 2, 601); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.23185, TRUE, TRUE, 'example message', 'image path', 366, 5, 602); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.549712, TRUE, TRUE, 'example message', 'image path', 247, 1, 603); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.737118, TRUE, TRUE, 'example message', 'image path', 141, 4, 604); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.559162, TRUE, TRUE, 'example message', 'image path', 249, 1, 605); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (26.303175, TRUE, TRUE, 'example message', 'image path', 332, 4, 606); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.978973, TRUE, TRUE, 'example message', 'image path', 383, 8, 607); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.011042, TRUE, TRUE, 'example message', 'image path', 355, 9, 608); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.41067, TRUE, TRUE, 'example message', 'image path', 72, 9, 609); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (0.7217603, TRUE, TRUE, 'example message', 'image path', 172, 4, 610); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (23.434996, TRUE, TRUE, 'example message', 'image path', 164, 4, 611); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.21824, TRUE, TRUE, 'example message', 'image path', 171, 5, 612); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (41.776695, TRUE, TRUE, 'example message', 'image path', 224, 4, 613); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (36.87076, TRUE, TRUE, 'example message', 'image path', 275, 2, 614); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (40.461346, TRUE, TRUE, 'example message', 'image path', 182, 2, 615); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (24.00277, TRUE, TRUE, 'example message', 'image path', 310, 7, 616); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (64.80425, TRUE, TRUE, 'example message', 'image path', 214, 9, 617); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (1.5447283, TRUE, TRUE, 'example message', 'image path', 197, 4, 618); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (24.849354, TRUE, TRUE, 'example message', 'image path', 65, 2, 619); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (95.52253, TRUE, TRUE, 'example message', 'image path', 185, 4, 620); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.32123, TRUE, TRUE, 'example message', 'image path', 131, 5, 621); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (27.718552, TRUE, TRUE, 'example message', 'image path', 165, 9, 622); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.268856, TRUE, TRUE, 'example message', 'image path', 96, 3, 623); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.44024, TRUE, TRUE, 'example message', 'image path', 169, 1, 624); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.557478, TRUE, TRUE, 'example message', 'image path', 321, 9, 625); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (50.393852, TRUE, TRUE, 'example message', 'image path', 4, 1, 626); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (32.583466, TRUE, TRUE, 'example message', 'image path', 34, 8, 627); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (15.536448, TRUE, TRUE, 'example message', 'image path', 372, 5, 628); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (59.61326, TRUE, TRUE, 'example message', 'image path', 246, 4, 629); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (25.50363, TRUE, TRUE, 'example message', 'image path', 20, 4, 630); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.73461, TRUE, TRUE, 'example message', 'image path', 198, 5, 631); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.505516, TRUE, TRUE, 'example message', 'image path', 382, 2, 632); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.49844, TRUE, TRUE, 'example message', 'image path', 334, 5, 633); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (31.859915, TRUE, TRUE, 'example message', 'image path', 45, 4, 634); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (96.05109, TRUE, TRUE, 'example message', 'image path', 122, 2, 635); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (19.686878, TRUE, TRUE, 'example message', 'image path', 159, 3, 636); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (32.226418, TRUE, TRUE, 'example message', 'image path', 1, 4, 637); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (94.508064, TRUE, TRUE, 'example message', 'image path', 273, 6, 638); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (0.18864062, TRUE, TRUE, 'example message', 'image path', 201, 5, 639); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (64.05027, TRUE, TRUE, 'example message', 'image path', 289, 6, 640); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (35.48152, TRUE, TRUE, 'example message', 'image path', 365, 2, 641); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (15.605261, TRUE, TRUE, 'example message', 'image path', 250, 4, 642); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (1.6266568, TRUE, TRUE, 'example message', 'image path', 106, 6, 643); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.69515, TRUE, TRUE, 'example message', 'image path', 158, 4, 644); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.789093, TRUE, TRUE, 'example message', 'image path', 50, 5, 645); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (56.069702, TRUE, TRUE, 'example message', 'image path', 82, 3, 646); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.746788, TRUE, TRUE, 'example message', 'image path', 319, 5, 647); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (96.440735, TRUE, TRUE, 'example message', 'image path', 140, 7, 648); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (79.902405, TRUE, TRUE, 'example message', 'image path', 243, 9, 649); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.750786, TRUE, TRUE, 'example message', 'image path', 152, 5, 650); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (3.9909272, TRUE, TRUE, 'example message', 'image path', 372, 8, 651); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (36.77466, TRUE, TRUE, 'example message', 'image path', 111, 9, 652); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.280823, TRUE, TRUE, 'example message', 'image path', 346, 2, 653); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (31.749601, TRUE, TRUE, 'example message', 'image path', 377, 8, 654); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (53.4436, TRUE, TRUE, 'example message', 'image path', 22, 5, 655); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.49467, TRUE, TRUE, 'example message', 'image path', 10, 7, 656); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.068806, TRUE, TRUE, 'example message', 'image path', 245, 4, 657); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.77295, TRUE, TRUE, 'example message', 'image path', 177, 7, 658); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (29.406578, TRUE, TRUE, 'example message', 'image path', 108, 5, 659); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.818924, TRUE, TRUE, 'example message', 'image path', 257, 8, 660); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (76.89535, TRUE, TRUE, 'example message', 'image path', 388, 8, 661); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (2.0328572, TRUE, TRUE, 'example message', 'image path', 118, 5, 662); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.13107, TRUE, TRUE, 'example message', 'image path', 147, 7, 663); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.557306, TRUE, TRUE, 'example message', 'image path', 318, 3, 664); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.09882, TRUE, TRUE, 'example message', 'image path', 79, 7, 665); 
